name,year,dob,minutes
Kylie Strom,2024,1992-03-18,2158.0
Kyra Carusa,2023,1995-11-14,342.0
Kyra Carusa,2024,1995-11-14,626.0
Lady Andrade,2016,1992-01-10,52.0
Lainey Burdett,2019,1996-12-22,90.0
Landy Mertz,2024,2000-07-19,7.0
Larissa Crummer,2017,1996-01-10,49.0
Laura Brock,2016,1989-11-28,783.0
Laura Brock,2017,1989-11-28,136.0
Laurel Ivory,2024,1999-08-28,750.0
Lauren,2023,2002-09-13,91.0
Lauren,2024,2002-09-13,78.0
Lauren Barnes,2016,1989-05-31,1776.0
Lauren Barnes,2017,1989-05-31,1811.0
Lauren Barnes,2018,1989-05-31,1679.0
Lauren Barnes,2019,1989-05-31,2070.0
Lauren Barnes,2021,1989-05-31,1790.0
Lauren Barnes,2022,1989-05-31,1595.0
Lauren Barnes,2023,1989-05-31,1929.0
Lauren Barnes,2024,1989-05-31,1497.0
Lauren Flynn,2024,2002-05-22,894.0
Lauren Kaskie,2017,1995-09-18,213.0
Lauren Kaskie,2018,1995-09-18,202.0
Lauren Milliet,2019,1996-12-01,46.0
Lauren Milliet,2021,1996-12-01,1463.0
Lauren Milliet,2022,1996-12-01,1947.0
Lauren Milliet,2023,1996-12-01,1980.0
Lauren Milliet,2024,1996-12-01,2339.0
Leah Fortune,2016,1990-12-13,44.0
Leah Galton,2016,1994-05-24,1022.0
Leah Galton,2017,1994-05-24,661.0
Leah Pruitt,2019,1997-09-05,554.0
Leah Pruitt,2021,1997-09-05,342.0
Leah Pruitt,2022,1997-09-05,749.0
Leicy Santos,2024,1996-05-16,531.0
Leilanni Nesbeth,2024,2001-07-17,957.0
Lena Silano,2023,2000-02-28,303.0
Lena Silano,2024,2000-02-28,141.0
Lianne Sanderson,2016,1988-02-03,1120.0
Lily Nabet,2022,1999-09-24,205.0
Lily Nabet,2023,1999-09-24,410.0
Lily Nabet,2024,1999-09-24,706.0
Lily Woodham,2024,2000-09-03,389.0
Linda Motlhalo,2018,1998-07-01,1788.0
Linda Motlhalo,2024,1998-07-01,3.0
Lindsay Agnew,2017,1995-03-31,291.0
Lindsay Agnew,2018,1995-03-31,609.0
Lindsay Agnew,2019,1995-03-31,373.0
Lindsay Agnew,2021,1995-03-31,5.0
Lindsay Elston,2016,1992-04-30,157.0
Lindsay Elston,2017,1992-04-30,945.0
Lindsey Harris,2021,1993-11-19,900.0
Lindsey Harris,2022,1993-11-19,180.0
Lindsey Horan,2016,1994-05-26,1304.0
Lindsey Horan,2017,1994-05-26,2125.0
Lindsey Horan,2018,1994-05-26,1980.0
Lindsey Horan,2019,1994-05-26,1147.0
Lindsey Horan,2021,1994-05-26,1157.0
Line Sigvardsen Jensen,2016,1991-08-23,141.0
Line Sigvardsen Jensen,2017,1991-08-23,568.0
Lisa De Vanna,2016,1984-11-14,153.0
Lo'eau LaBonta,2016,1993-03-18,693.0
Lo'eau LaBonta,2017,1993-03-18,1726.0
Lo'eau LaBonta,2018,1993-03-18,824.0
Lo'eau LaBonta,2019,1993-03-18,1858.0
Lo'eau LaBonta,2021,1993-03-18,1382.0
Lo'eau LaBonta,2022,1993-03-18,1638.0
Lo'eau LaBonta,2023,1993-03-18,1448.0
Lo'eau LaBonta,2024,1993-03-18,1921.0
Louise Schillgard,2016,1989-10-23,1428.0
Luana Bertolucci Paixão,2024,1993-05-02,192.0
Ludmila da Silva,2024,1994-12-01,530.0
Lydia Williams,2016,1988-05-13,1350.0
Lydia Williams,2017,1988-05-13,990.0
Lydia Williams,2018,1988-05-13,1440.0
Lydia Williams,2019,1988-05-13,90.0
Lynn Williams,2016,1993-05-21,1671.0
Lynn Williams,2017,1993-05-21,1826.0
Lynn Williams,2018,1993-05-21,1707.0
Lynn Williams,2019,1993-05-21,1850.0
Lynn Williams,2021,1993-05-21,1488.0
Lynn Williams,2023,1993-05-21,1652.0
Lynn Williams,2024,1993-05-21,920.0
Lysianne Proulx,2024,1999-04-17,540.0
Lyza Bosselmann,2024,2001-07-27,1.0
M. A. Vignola,2022,1998-02-11,17.0
M. A. Vignola,2023,1998-02-11,1198.0
M. A. Vignola,2024,1998-02-11,824.0
Macey Fraser,2024,2002-07-11,209.0
Machaela George,2021,1997-10-03,9.0
Mackenzie Arnold,2024,1994-02-25,450.0
Mackenzie Pluck,2023,2000-04-12,1.0
Mackenzie Wood,2024,2000-07-04,416.0
Madalyn Pokorny,2023,1996-11-24,246.0
Madalyn Pokorny,2024,1996-11-24,73.0
Madalyn Schiffel,2017,1994-09-19,90.0
Maddie Elwell,2022,1999-09-06,301.0
Maddie Elwell,2023,1999-09-06,133.0
Maddie Mercado,2024,2001-04-01,32.0
Maddie Nolf,2019,1996-03-29,1.0
Maddie Nolf,2021,1996-03-29,178.0
Maddie Nolf,2022,1996-03-29,136.0
Maddy Evans,2016,1991-04-21,2222.0
Maddy Evans,2017,1991-04-21,968.0
Madeline Bauer,2017,1995-03-20,153.0
Madeline Bauer,2018,1995-03-20,16.0
Madeline Moreau,2024,2000-12-05,490.0
Madelyn Desiano,2023,2000-02-18,40.0
Madison Ayson,2024,2001-01-22,8.0
Madison Curry,2024,2001-01-23,1595.0
Madison Hammond,2021,1997-11-15,852.0
Madison Hammond,2022,1997-11-15,319.0
Madison Hammond,2023,1997-11-15,1196.0
Madison Hammond,2024,1997-11-15,1381.0
Madison Pogarch,2019,1997-11-05,102.0
Madison Pogarch,2021,1997-11-05,282.0
Madison Pogarch,2022,1997-11-05,730.0
Madison Pogarch,2023,1997-11-05,778.0
Madison Pogarch,2024,1997-11-05,1884.0
Madison Tiernan,2017,1995-07-03,1037.0
Madison Tiernan,2018,1995-07-03,1242.0
Maegan Rosa,2017,1992-02-19,668.0
Maegan Rosa,2019,1992-02-19,201.0
Maegan Rosa,2021,1992-02-19,109.0
Maitane López,2023,1995-03-13,640.0
Maitane López,2024,1995-03-13,405.0
Makamae Gomera-Stevens,2021,1999-03-17,420.0
Makamae Gomera-Stevens,2022,1999-03-17,34.0
Makenna Morris,2024,2002-04-26,534.0
Makenzy Doniak,2016,1994-02-25,1141.0
Makenzy Doniak,2017,1994-02-25,1214.0
Makenzy Doniak,2019,1994-02-25,167.0
Makenzy Doniak,2021,1994-02-25,594.0
Makenzy Doniak,2022,1994-02-25,641.0
Makenzy Doniak,2023,1994-02-25,1127.0
Makenzy Doniak,2024,1994-02-25,1419.0
Malia Berkely,2022,1998-02-13,942.0
Malia Berkely,2023,1998-02-13,1473.0
Malia Berkely,2024,1998-02-13,2205.0
Mallie McKenzie,2024,2000-11-13,12.0
Mallory Eubanks,2018,1996-06-04,516.0
Mallory Swanson,2017,1998-04-29,1203.0
Mallory Swanson,2018,1998-04-29,1082.0
Mallory Swanson,2019,1998-04-29,765.0
Mallory Swanson,2021,1998-04-29,1938.0
Mallory Swanson,2022,1998-04-29,1247.0
Mallory Swanson,2023,1998-04-29,180.0
Mallory Swanson,2024,1998-04-29,2029.0
Mallory Weber,2016,1994-04-04,699.0
Mallory Weber,2017,1994-04-04,564.0
Mallory Weber,2018,1994-04-04,714.0
Mallory Weber,2019,1994-04-04,1244.0
Mallory Weber,2021,1994-04-04,1242.0
Mallory Weber,2022,1994-04-04,19.0
Mana Shim,2016,1991-09-25,812.0
Mana Shim,2017,1991-09-25,209.0
Mana Shim,2018,1991-09-25,597.0
Mana Shim,2023,1991-09-25,52.0
Manaka Matsukubo,2023,2004-07-28,481.0
Manaka Matsukubo,2024,2004-07-28,1051.0
Mandy Freeman,2017,1995-03-23,1802.0
Mandy Freeman,2018,1995-03-23,1826.0
Mandy Freeman,2021,1995-03-23,711.0
Mandy Freeman,2022,1995-03-23,1441.0
Mandy Freeman,2023,1995-03-23,516.0
Mandy Freeman,2024,1995-03-23,748.0
Mandy Haught,2021,1998-11-03,45.0
Mandy Haught,2023,1998-11-03,630.0
Mandy Haught,2024,1998-11-03,2160.0
Mandy Laddish,2016,1992-05-13,1679.0
Mandy Laddish,2019,1992-05-13,632.0
Manon Melis,2016,1986-08-31,1051.0
Mariana Larroquette,2021,1992-10-24,651.0
Mariana Larroquette,2023,1992-10-24,85.0
Mariana Larroquette,2024,1992-10-24,48.0
Mariana Speckmaier,2021,1997-12-26,95.0
Mariana Speckmaier,2023,1997-12-26,2.0
Marie Müller,2024,2000-07-25,1825.0
Marisa DiGrande,2024,1997-02-05,1761.0
Marisa Viggiano,2019,1997-02-05,1222.0
Marisa Viggiano,2021,1997-02-05,1233.0
Marisa Viggiano,2022,1997-02-05,1586.0
Marisa Viggiano,2023,1997-02-05,1306.0
Marissa Everett,2019,1997-08-29,35.0
Marissa Everett,2021,1997-08-29,525.0
Marissa Everett,2022,1997-08-29,345.0
Marissa Sheva,2022,1997-04-22,302.0
Marissa Sheva,2023,1997-04-22,264.0
Marissa Sheva,2024,1997-04-22,83.0
Marleen Schimmer,2022,2000-10-23,348.0
Marley Canales,2022,1997-11-16,80.0
Marley Canales,2023,1997-11-16,3.0
Marta,2017,1986-02-19,1938.0
Marta,2018,1986-02-19,1310.0
Marta,2019,1986-02-19,1254.0
Marta,2021,1986-02-19,1587.0
Marta,2023,1986-02-19,1445.0
Marta,2024,1986-02-19,1739.0
Mary Luba,2016,1993-08-20,10.0
María Sánchez,2019,1996-02-20,134.0
María Sánchez,2021,1996-02-20,170.0
María Sánchez,2022,1996-02-20,1715.0
María Sánchez,2023,1996-02-20,1742.0
María Sánchez,2024,1996-02-20,1888.0
Maximiliane Rall,2024,1993-11-18,801.0
Maya Doms,2024,2001-05-11,14.0
Maya Hayes,2016,1992-03-26,749.0
Maya Hayes,2017,1992-03-26,1079.0
Maycee Bell,2024,2000-09-18,297.0
McCall Zerboni,2016,1986-12-13,1681.0
McCall Zerboni,2017,1986-12-13,2017.0
McCall Zerboni,2018,1986-12-13,1800.0
McCall Zerboni,2019,1986-12-13,1670.0
McCall Zerboni,2021,1986-12-13,1515.0
McCall Zerboni,2022,1986-12-13,1773.0
McCall Zerboni,2023,1986-12-13,484.0
McCall Zerboni,2024,1986-12-13,156.0
McKenzie Berryhill,2016,1993-03-24,182.0
McKenzie Berryhill,2019,1993-03-24,196.0
McKenzie Meehan,2017,1994-12-25,600.0
McKenzie Meehan,2018,1994-12-25,352.0
McKenzie Meehan,2019,1994-12-25,56.0
McKenzie Weinert,2023,1998-12-02,45.0
McKenzie Weinert,2024,1998-12-02,25.0
Meaghan Nally,2021,1998-06-30,19.0
Meaghan Nally,2022,1998-06-30,1017.0
Meaghan Nally,2023,1998-06-30,415.0
Meaghan Nally,2024,1998-06-30,45.0
Meg Morris,2016,1992-05-11,274.0
Meg Morris,2017,1992-05-11,11.0
Megan Crosson,2016,1994-05-13,115.0
Megan Crosson,2018,1994-05-13,90.0
Megan Crosson,2019,1994-05-13,382.0
Megan Montefusco,2016,1992-09-03,1341.0
Megan Montefusco,2017,1992-09-03,2070.0
Megan Montefusco,2018,1992-09-03,1800.0
Megan Montefusco,2019,1992-09-03,1729.0
Megan Montefusco,2021,1992-09-03,1554.0
Megan Montefusco,2022,1992-09-03,1861.0
Megan Montefusco,2023,1992-09-03,1102.0
Megan Rapinoe,2016,1985-07-05,205.0
Megan Rapinoe,2017,1985-07-05,1523.0
Megan Rapinoe,2018,1985-07-05,1315.0
Megan Rapinoe,2019,1985-07-05,332.0
Megan Rapinoe,2021,1985-07-05,727.0
Megan Rapinoe,2022,1985-07-05,931.0
Megan Rapinoe,2023,1985-07-05,1010.0
Megan Reid,2022,1996-07-08,1980.0
Megan Reid,2023,1996-07-08,793.0
Megan Reid,2024,1996-07-08,1793.0
Meggie Dougherty Howard,2017,1995-07-27,1911.0
Meggie Dougherty Howard,2018,1995-07-27,1448.0
Meggie Dougherty Howard,2019,1995-07-27,1562.0
Meggie Dougherty Howard,2021,1995-07-27,1251.0
Meggie Dougherty Howard,2022,1995-07-27,1043.0
Meggie Dougherty Howard,2023,1995-07-27,581.0
Meggie Dougherty Howard,2024,1995-07-27,1171.0
Meghan Cox,2017,1994-11-15,263.0
Meghan Cox,2019,1994-11-15,8.0
Meghan Klingenberg,2016,1988-08-02,1259.0
Meghan Klingenberg,2017,1988-08-02,1935.0
Meghan Klingenberg,2018,1988-08-02,1751.0
Meghan Klingenberg,2019,1988-08-02,2017.0
Meghan Klingenberg,2021,1988-08-02,1657.0
Meghan Klingenberg,2022,1988-08-02,1123.0
Meghan Klingenberg,2023,1988-08-02,1654.0
Meghan Klingenberg,2024,1988-08-02,248.0
Melanie Barcenas,2023,2007-10-30,116.0
Melanie Barcenas,2024,2007-10-30,446.0
Melissa Henderson,2016,1989-08-23,321.0
Melissa Henderson,2017,1989-08-23,19.0
Meredith Speck,2016,1993-02-01,369.0
Meredith Speck,2017,1993-02-01,197.0
Meredith Speck,2018,1993-02-01,246.0
Meredith Speck,2019,1993-02-01,72.0
Meredith Speck,2021,1993-02-01,844.0
Meredith Speck,2022,1993-02-01,909.0
Meredith Speck,2023,1993-02-01,633.0
Meredith Speck,2024,1993-02-01,206.0
Merritt Mathias,2016,1990-07-02,1431.0
Merritt Mathias,2017,1990-07-02,1458.0
Merritt Mathias,2018,1990-07-02,1961.0
Merritt Mathias,2019,1990-07-02,1772.0
Merritt Mathias,2021,1990-07-02,1827.0
Merritt Mathias,2022,1990-07-02,1079.0
Merritt Mathias,2024,1990-07-02,364.0
Messiah Bright,2023,2000-01-12,1379.0
Messiah Bright,2024,2000-01-12,679.0
Mia Gyau,2022,1998-06-22,137.0
Mia Gyau,2023,1998-06-22,1.0
Michaela Abam,2018,1997-06-12,50.0
Michaela Abam,2021,1997-06-12,62.0
Michaela Abam,2022,1997-06-12,268.0
Michaela Hahn,2016,1994-04-19,659.0
Michele Dalton,2016,1988-11-05,630.0
Michele Dalton,2017,1988-11-05,180.0
Michele Vasconcelos,2018,1994-05-11,905.0
Michele Vasconcelos,2019,1994-05-11,486.0
Michele Vasconcelos,2021,1994-05-11,446.0
Michele Vasconcelos,2022,1994-05-11,14.0
Michele Vasconcelos,2023,1994-05-11,337.0
Michele Vasconcelos,2024,1994-05-11,254.0
Michelle Alozie,2021,1997-04-28,115.0
Michelle Alozie,2022,1997-04-28,253.0
Michelle Alozie,2023,1997-04-28,1013.0
Michelle Alozie,2024,1997-04-28,1347.0
Michelle Betos,2016,1988-02-20,1260.0
Michelle Betos,2018,1988-02-20,720.0
Michelle Betos,2019,1988-02-20,359.0
Michelle Betos,2021,1988-02-20,1800.0
Michelle Betos,2022,1988-02-20,1260.0
Michelle Cooper,2023,2002-12-04,1634.0
Michelle Cooper,2024,2002-12-04,1351.0
Michelle Cruz,2016,1992-05-14,46.0
Michelle Maemone,2019,1997-03-18,441.0
Michelle Maemone,2021,1997-03-18,240.0
Midge Purce,2017,1995-09-18,1387.0
Midge Purce,2018,1995-09-18,1297.0
Midge Purce,2019,1995-09-18,1332.0
Midge Purce,2021,1995-09-18,1387.0
Midge Purce,2022,1995-09-18,1249.0
Midge Purce,2023,1995-09-18,718.0
Midge Purce,2024,1995-09-18,45.0
Mikayla Cluff,2022,1999-02-25,930.0
Mikayla Cluff,2023,1999-02-25,1512.0
Mikayla Cluff,2024,1999-02-25,477.0
Mikenna McManus,2022,1999-07-26,1.0
Mille Gejl,2023,1999-09-23,491.0
Millie Farrow,2023,1996-06-03,48.0
Milly Clegg,2024,2005-11-01,18.0
Mimmi Larsson,2023,1994-04-09,587.0
Mina Tanaka,2024,1994-04-28,511.0
Miri Taylor,2022,2000-02-02,342.0
Mollie Elizabeth Pathman,2016,1992-07-01,1055.0
Molly Menchel,2016,1991-12-05,185.0
Monica,2016,1987-04-21,1377.0
Monica,2017,1987-04-21,1284.0
Monica,2018,1987-04-21,1400.0
Morgan Andrews,2017,1995-03-25,1034.0
Morgan Andrews,2018,1995-03-25,765.0
Morgan Andrews,2019,1995-03-25,604.0
Morgan Gautrat,2016,1993-02-26,1005.0
Morgan Gautrat,2017,1993-02-26,748.0
Morgan Gautrat,2018,1993-02-26,511.0
Morgan Gautrat,2019,1993-02-26,952.0
Morgan Gautrat,2021,1993-02-26,1807.0
Morgan Gautrat,2022,1993-02-26,213.0
Morgan Gautrat,2023,1993-02-26,239.0
Morgan Gautrat,2024,1993-02-26,850.0
Morgan Goff,2022,1997-12-12,302.0
Morgan Marlborough,2016,1990-12-03,23.0
Morgan Proffitt,2017,1994-08-22,366.0
Morgan Proffitt,2018,1994-08-22,197.0
Morgan Proffitt,2019,1994-08-22,413.0
Morgan Reid,2019,1995-06-13,602.0
Morgan Weaver,2021,1997-10-18,1117.0
Morgan Weaver,2022,1997-10-18,1244.0
Morgan Weaver,2023,1997-10-18,1789.0
Morgan Weaver,2024,1997-10-18,931.0
Mwanalima Jereko,2024,1997-09-04,43.0
Mya Jones,2024,2001-08-01,855.0
Nadia Nadim,2016,1988-01-02,1649.0
Nadia Nadim,2017,1988-01-02,1156.0
Nadia Nadim,2021,1988-01-02,572.0
Nadia Nadim,2022,1988-01-02,695.0
Nadia Nadim,2023,1988-01-02,351.0
Nahomi Kawasumi,2016,1985-09-23,750.0
Nahomi Kawasumi,2017,1985-09-23,1917.0
Nahomi Kawasumi,2018,1985-09-23,875.0
Nahomi Kawasumi,2019,1985-09-23,996.0
Nahomi Kawasumi,2021,1985-09-23,1508.0
Nahomi Kawasumi,2022,1985-09-23,1117.0
Nahomi Kawasumi,2023,1985-09-23,19.0
Naomi Girma,2022,2000-06-14,1710.0
Naomi Girma,2023,2000-06-14,1710.0
Naomi Girma,2024,2000-06-14,1715.0
Narumi Miura,2023,1997-07-03,1897.0
Narumi Miura,2024,1997-07-03,1967.0
Natalia Kuikka,2021,1995-12-01,1369.0
Natalia Kuikka,2022,1995-12-01,1478.0
Natalia Kuikka,2023,1995-12-01,1799.0
Natalia Kuikka,2024,1995-12-01,2062.0
Natalie Beckman,2022,2000-03-25,161.0
Natalie Beckman,2023,2000-03-25,12.0
Natalie Jacobs,2021,1997-08-16,167.0
Natalie Jacobs,2022,1997-08-16,747.0
Natalie Jacobs,2023,1997-08-16,1689.0
Natalie Jacobs,2024,1997-08-16,1239.0
Natasha Dowie,2016,1988-06-30,605.0
Natasha Dowie,2017,1988-06-30,1657.0
Natasha Kai,2016,1983-05-22,1401.0
Natasha Kai,2017,1983-05-22,19.0
Nealy Martin,2021,1998-04-22,1291.0
Nealy Martin,2022,1998-04-22,614.0
Nealy Martin,2023,1998-04-22,1068.0
Nealy Martin,2024,1998-04-22,1917.0
Nichelle Prince,2017,1995-02-19,1540.0
Nichelle Prince,2018,1995-02-19,1022.0
Nichelle Prince,2019,1995-02-19,343.0
Nichelle Prince,2021,1995-02-19,1419.0
Nichelle Prince,2022,1995-02-19,1480.0
Nichelle Prince,2023,1995-02-19,396.0
Nichelle Prince,2024,1995-02-19,734.0
Nickolette Driesse,2017,1994-11-08,47.0
Nickolette Driesse,2018,1994-11-08,7.0
Nicole Barnhart,2016,1981-10-10,1800.0
Nicole Barnhart,2017,1981-10-10,2160.0
Nicole Barnhart,2018,1981-10-10,648.0
Nicole Barnhart,2019,1981-10-10,2160.0
Nicole Barnhart,2021,1981-10-10,460.0
Nicole Barnhart,2023,1981-10-10,181.0
Nicole Baxter,2022,1994-05-12,171.0
Nicole Douglas,2023,2000-07-31,154.0
Nicole Payne,2024,2001-01-18,1011.0
Nikki Stanton,2016,1990-10-26,407.0
Nikki Stanton,2017,1990-10-26,1045.0
Nikki Stanton,2018,1990-10-26,1449.0
Nikki Stanton,2019,1990-10-26,997.0
Nikki Stanton,2021,1990-10-26,163.0
Nikki Stanton,2022,1990-10-26,400.0
Nikki Stanton,2023,1990-10-26,432.0
Nikki Stanton,2024,1990-10-26,111.0
Nora Holstad Berge,2017,1987-03-26,89.0
Nádia Gomes,2024,1996-11-09,231.0
Nérilia Mondésir,2024,1999-01-17,271.0
Olivia Athens,2022,1998-08-01,126.0
Olivia Athens,2023,1998-08-01,126.0
Olivia Athens,2024,1998-08-01,687.0
Olivia Moultrie,2021,2005-09-17,264.0
Olivia Moultrie,2022,2005-09-17,707.0
Olivia Moultrie,2023,2005-09-17,1089.0
Olivia Moultrie,2024,2005-09-17,1570.0
Olivia Van der Jagt,2022,1999-07-07,1330.0
Olivia Van der Jagt,2023,1999-07-07,1081.0
Olivia Van der Jagt,2024,1999-07-07,766.0
Olivia Wade-Katoa,2024,1999-12-28,34.0
Olivia Wingate,2023,2000-02-20,419.0
Olivia Wingate,2024,2000-02-20,355.0
Ouleymata Sarr,2023,1995-10-08,443.0
Ouleymata Sarr,2024,1995-10-08,1341.0
Paige Metayer,2023,2000-09-23,1847.0
Paige Metayer,2024,2000-09-23,1037.0
Paige Monaghan,2019,1996-11-13,1759.0
Paige Monaghan,2021,1996-11-13,505.0
Paige Monaghan,2022,1996-11-13,1412.0
Paige Monaghan,2023,1996-11-13,1155.0
Paige Monaghan,2024,1996-11-13,1578.0
Paige Nielsen,2016,1993-10-14,26.0
Paige Nielsen,2019,1993-10-14,1914.0
Paige Nielsen,2021,1993-10-14,1048.0
Paige Nielsen,2022,1993-10-14,1299.0
Paige Nielsen,2023,1993-10-14,1774.0
Paige Nielsen,2024,1993-10-14,2159.0
Parker Goins,2022,1998-12-08,84.0
Parker Goins,2023,1998-12-08,131.0
Parker Goins,2024,1998-12-08,163.0
Parker Roberts,2021,1997-07-30,22.0
Parker Roberts,2022,1997-07-30,14.0
Paulina Gramaglia,2022,2003-03-21,6.0
Payton Linnehan,2024,2001-03-25,740.0
Penelope Hocking,2023,1999-12-29,1184.0
Penelope Hocking,2024,1999-12-29,1357.0
Perle Morroni,2024,1997-10-15,382.0
Phallon Tullis-Joyce,2021,1996-10-19,1.0
Phallon Tullis-Joyce,2022,1996-10-19,1980.0
Phallon Tullis-Joyce,2023,1996-10-19,1440.0
Phoebe McClernon,2021,1997-12-13,1416.0
Phoebe McClernon,2022,1997-12-13,593.0
Phoebe McClernon,2023,1997-12-13,704.0
Phoebe McClernon,2024,1997-12-13,1936.0
Poliana,2016,1991-02-06,1324.0
Poliana,2017,1991-02-06,1564.0
Poliana,2018,1991-02-06,694.0
Princess Marfo,2024,2003-10-02,240.0
Quinn,2018,1995-08-11,1384.0
Quinn,2019,1995-08-11,357.0
Quinn,2021,1995-08-11,723.0
Quinn,2022,1995-08-11,1191.0
Quinn,2023,1995-08-11,789.0
Quinn,2024,1995-08-11,1078.0
Racheal Kundananji,2024,2000-06-03,1824.0
Rachel Corsie,2016,1989-08-17,1005.0
Rachel Corsie,2017,1989-08-17,1126.0
Rachel Corsie,2018,1989-08-17,2088.0
Rachel Corsie,2019,1989-08-17,1710.0
Rachel Corsie,2021,1989-08-17,1442.0
Rachel Daly,2016,1991-12-06,1186.0
Rachel Daly,2017,1991-12-06,2023.0
Rachel Daly,2018,1991-12-06,2155.0
Rachel Daly,2019,1991-12-06,1529.0
Rachel Daly,2021,1991-12-06,1350.0
Rachel Daly,2022,1991-12-06,539.0
Rachel Hill,2017,1995-04-17,713.0
Rachel Hill,2018,1995-04-17,813.0
Rachel Hill,2019,1995-04-17,1850.0
Rachel Hill,2021,1995-04-17,1328.0
Rachel Hill,2022,1995-04-17,1333.0
Rachel Hill,2023,1995-04-17,1080.0
Rachel Hill,2024,1995-04-17,1106.0
Rachel Wood,2016,1990-05-10,260.0
Rafaelle Souza,2023,1991-06-18,610.0
Rafaelle Souza,2024,1991-06-18,618.0
Raisa Strom-Okimoto,2019,1997-10-25,17.0
Raisa Strom-Okimoto,2021,1997-10-25,1.0
Ramona Bachmann,2024,1990-12-25,840.0
Rebecca Holloway,2022,1995-08-25,206.0
Rebecca Holloway,2023,1995-08-25,578.0
Rebecca Moros,2016,1985-05-06,1521.0
Rebecca Moros,2017,1985-05-06,1552.0
Rebecca Moros,2018,1985-05-06,1868.0
Rebecca Moros,2019,1985-05-06,612.0
Rebekah Stott,2017,1993-06-17,1714.0
Rebekah Stott,2018,1993-06-17,775.0
Regan Steigleder,2024,1998-09-03,71.0
Reilyn Turner,2024,2002-10-18,914.0
Reyna Reyes,2023,2001-02-16,645.0
Reyna Reyes,2024,2001-02-16,1734.0
Rikke Madsen,2022,1997-08-09,123.0
Rikke Madsen,2023,1997-08-09,631.0
Riley Jackson,2024,2005-12-02,306.0
Rocky Rodríguez,2016,1993-10-28,1464.0
Rocky Rodríguez,2017,1993-10-28,1456.0
Rocky Rodríguez,2018,1993-10-28,910.0
Rocky Rodríguez,2019,1993-10-28,1921.0
Rocky Rodríguez,2021,1993-10-28,1723.0
Rocky Rodríguez,2022,1993-10-28,1070.0
Rocky Rodríguez,2023,1993-10-28,599.0
Rocky Rodríguez,2024,1993-10-28,1139.0
Rosana,2017,1982-07-07,68.0
Rose Lavelle,2017,1995-05-14,764.0
Rose Lavelle,2018,1995-05-14,424.0
Rose Lavelle,2019,1995-05-14,450.0
Rose Lavelle,2021,1995-05-14,936.0
Rose Lavelle,2022,1995-05-14,1480.0
Rose Lavelle,2023,1995-05-14,354.0
Rose Lavelle,2024,1995-05-14,1417.0
Rosella Ayane,2024,1996-03-16,45.0
Rosemonde Kouassi,2024,2001-12-26,556.0
Rosie White,2017,1993-06-06,1794.0
Rosie White,2018,1993-06-06,376.0
Rosie White,2019,1993-06-06,655.0
Rosie White,2021,1993-06-06,45.0
Rumi Utsugi,2016,1988-12-05,554.0
Rumi Utsugi,2017,1988-12-05,1663.0
Rumi Utsugi,2018,1988-12-05,1239.0
Rumi Utsugi,2019,1988-12-05,304.0
Ryan Gareis,2022,1998-11-13,621.0
Ryan Gareis,2023,1998-11-13,357.0
Ryan Gareis,2024,1998-11-13,328.0
Ryan Williams,2018,1996-02-23,10.0
Ryan Williams,2019,1996-02-23,232.0
Ryan Williams,2021,1996-02-23,341.0
Ryan Williams,2022,1996-02-23,988.0
Ryan Williams,2023,1996-02-23,1925.0
Ryan Williams,2024,1996-02-23,2238.0
Ryanne Brown,2022,1999-01-21,2.0
Ryanne Brown,2023,1999-01-21,334.0
Ryanne Brown,2024,1999-01-21,275.0
Rylee Baisden,2021,1994-04-16,34.0
Rylee Baisden,2022,1994-04-16,199.0
Sabrina D'Angelo,2016,1993-05-11,990.0
Sabrina D'Angelo,2017,1993-05-11,720.0
Sabrina D'Angelo,2018,1993-05-11,540.0
Sabrina Flores,2019,1996-01-31,360.0
Sabrina Flores,2021,1996-01-31,201.0
Sabrina Flores,2022,1996-01-31,1.0
Sabrina Flores,2023,1996-01-31,1.0
Sam Coffey,2022,1998-12-31,1574.0
Sam Coffey,2023,1998-12-31,1960.0
Sam Coffey,2024,1998-12-31,1994.0
Sam Hiatt,2021,1998-01-06,731.0
Sam Hiatt,2022,1998-01-06,1710.0
Sam Hiatt,2023,1998-01-06,1391.0
Sam Hiatt,2024,1998-01-06,1115.0
Sam Kerr,2016,1993-09-10,616.0
Sam Kerr,2017,1993-09-10,1918.0
Sam Kerr,2018,1993-09-10,1704.0
Sam Kerr,2019,1993-09-10,1862.0
Sam Mewis,2016,1992-10-09,1260.0
Sam Mewis,2017,1992-10-09,2097.0
Sam Mewis,2018,1992-10-09,1091.0
Sam Mewis,2019,1992-10-09,995.0
Sam Mewis,2021,1992-10-09,310.0
Sam Staab,2019,1997-03-28,2160.0
Sam Staab,2021,1997-03-28,1895.0
Sam Staab,2022,1997-03-28,1980.0
Sam Staab,2023,1997-03-28,1980.0
Sam Staab,2024,1997-03-28,1440.0
Sam Witteman,2016,1994-02-26,1062.0
Sam Witteman,2017,1994-02-26,421.0
Samantha Fisher,2022,1999-08-26,357.0
Samantha Fisher,2023,1999-08-26,152.0
Samantha Johnson,2016,1991-06-10,1676.0
Samantha Johnson,2017,1991-06-10,1785.0
Samantha Johnson,2018,1991-06-10,1333.0
Samantha Johnson,2019,1991-06-10,675.0
Samantha Leshnak Murphy,2019,1997-04-21,180.0
