name,year,minutes,dob
Kailen Sheridan,2018,2070.0,1995-07-16
Kailen Sheridan,2017,1890.0,1995-07-16
Kaitlyn Savage,2016,360.0,1990-10-27
Kaleigh Kurtz,2022,1980.0,1994-09-09
Kaleigh Kurtz,2022 Challenge Cup,720.0,1994-09-09
Kaleigh Kurtz,2021,1740.0,1994-09-09
Kaleigh Kurtz,2021 Challenge Cup,226.0,1994-09-09
Kaleigh Kurtz,2020 Fall Series,182.0,1994-09-09
Kaleigh Kurtz,2020 Challenge Cup,90.0,1994-09-09
Kaleigh Kurtz,2019,810.0,1994-09-09
Kaleigh Kurtz,2018,540.0,1994-09-09
Kaleigh Riehl,2022,1887.0,1996-10-21
Kaleigh Riehl,2022 Challenge Cup,291.0,1996-10-21
Kaleigh Riehl,2021,1410.0,1996-10-21
Kaleigh Riehl,2021 Challenge Cup,180.0,1996-10-21
Kaleigh Riehl,2020 Challenge Cup,77.0,1996-10-21
Karen Louise Bardsley,2021,176.0,1984-10-14
Karen Louise Bardsley,2021 Challenge Cup,360.0,1984-10-14
Karina Rodriguez,2022,340.0,1999-03-02
Karina Rodriguez,2022 Challenge Cup,239.0,1999-03-02
Karina Rodriguez,2021,29.0,1999-03-02
Kassey Kallman,2017,1400.0,1992-05-06
Kassey Kallman,2016,1800.0,1992-05-06
Kate Bowen,2022,91.0,1994-04-15
Kate Bowen,2022 Challenge Cup,7.0,1994-04-15
Kate Bowen,2021,1175.0,1994-04-15
Kate Bowen,2021 Challenge Cup,270.0,1994-04-15
Kate Bowen,2020 Fall Series,360.0,1994-04-15
Kate Bowen,2020 Challenge Cup,269.0,1994-04-15
Kate Bowen,2019,1504.0,1994-04-15
Kate Bowen,2018,1433.0,1994-04-15
Kate Bowen,2017,988.0,1994-04-15
Kate Bowen,2016,959.0,1994-04-15
Kate Del Fava,2022,1977.0,1998-07-23
Kate Del Fava,2022 Challenge Cup,114.0,1998-07-23
Kate Del Fava,2021,371.0,1998-07-23
Kate Del Fava,2021 Challenge Cup,270.0,1998-07-23
Kate Del Fava,2020 Fall Series,180.0,1998-07-23
Kate Del Fava,2020 Challenge Cup,297.0,1998-07-23
Kate Howarth,2020 Fall Series,34.0,1991-07-03
Katelyn Rowland,2022,360.0,1994-03-16
Katelyn Rowland,2022 Challenge Cup,720.0,1994-03-16
Katelyn Rowland,2021,360.0,1994-03-16
Katelyn Rowland,2021 Challenge Cup,180.0,1994-03-16
Katelyn Rowland,2020 Fall Series,180.0,1994-03-16
Katelyn Rowland,2020 Challenge Cup,270.0,1994-03-16
Katelyn Rowland,2019,540.0,1994-03-16
Katelyn Rowland,2018,1710.0,1994-03-16
Katelyn Rowland,2017,1530.0,1994-03-16
Katelyn Rowland,2016,540.0,1994-03-16
Katherine Reynolds,2020 Challenge Cup,130.0,1987-09-14
Katherine Reynolds,2019,1742.0,1987-09-14
Katherine Reynolds,2018,1419.0,1987-09-14
Katherine Reynolds,2017,1063.0,1987-09-14
Katherine Reynolds,2016,1777.0,1987-09-14
Kathryn Williamson,2016,198.0,1989-08-01
Katie Cousins,2022,1.0,1996-09-25
Katie Johnson,2022,522.0,1994-09-14
Katie Johnson,2022 Challenge Cup,179.0,1994-09-14
Katie Johnson,2021,929.0,1994-09-14
Katie Johnson,2021 Challenge Cup,192.0,1994-09-14
Katie Johnson,2020 Fall Series,12.0,1994-09-14
Katie Johnson,2020 Challenge Cup,313.0,1994-09-14
Katie Johnson,2019,1091.0,1994-09-14
Katie Johnson,2018,1166.0,1994-09-14
Katie Johnson,2017,785.0,1994-09-14
Katie Lund,2022,1980.0,1996-11-27
Katie Lund,2022 Challenge Cup,450.0,1996-11-27
Katie Lund,2021,360.0,1996-11-27
Katie McClure,2021,338.0,1998-03-14
Katie McClure,2021 Challenge Cup,53.0,1998-03-14
Katie McClure,2020 Fall Series,205.0,1998-03-14
Katie McClure,2020 Challenge Cup,26.0,1998-03-14
Katie Naughton,2022,2070.0,1994-02-15
Katie Naughton,2022 Challenge Cup,521.0,1994-02-15
Katie Naughton,2021,1620.0,1994-02-15
Katie Naughton,2021 Challenge Cup,360.0,1994-02-15
Katie Naughton,2020 Fall Series,360.0,1994-02-15
Katie Naughton,2020 Challenge Cup,630.0,1994-02-15
Katie Naughton,2019,1689.0,1994-02-15
Katie Naughton,2018,2149.0,1994-02-15
Katie Naughton,2017,1958.0,1994-02-15
Katie Naughton,2016,867.0,1994-02-15
Katie Schoepfer,2016,597.0,1988-11-10
Katie Stengel,2021,8.0,1992-02-29
Katie Stengel,2021 Challenge Cup,167.0,1992-02-29
Katie Stengel,2020 Fall Series,87.0,1992-02-29
Katie Stengel,2020 Challenge Cup,256.0,1992-02-29
Katie Stengel,2019,1476.0,1992-02-29
Katie Stengel,2018,1142.0,1992-02-29
Katie Stengel,2017,778.0,1992-02-29
Katie Stengel,2016,968.0,1992-02-29
Katrina Gorry,2018,1069.0,1992-08-13
Kayla McCoy,2019,54.0,1996-09-03
Kayla Mills,2017,1102.0,1995-11-08
Kayla Sharples,2022,654.0,1997-06-17
Kayla Sharples,2022 Challenge Cup,360.0,1997-06-17
Kayla Sharples,2021,899.0,1997-06-17
Kayla Sharples,2021 Challenge Cup,180.0,1997-06-17
Kayla Sharples,2020 Challenge Cup,167.0,1997-06-17
Kayla Sharples,2019,13.0,1997-06-17
Kaylie Collins,2022 Challenge Cup,90.0,1998-05-17
Kaylyn Kyle,2016,1441.0,1988-10-06
Kealia Ohai Watt,2021,1923.0,1992-01-31
Kealia Ohai Watt,2021 Challenge Cup,296.0,1992-01-31
Kealia Ohai Watt,2020 Fall Series,359.0,1992-01-31
Kealia Ohai Watt,2020 Challenge Cup,421.0,1992-01-31
Kealia Ohai Watt,2019,1801.0,1992-01-31
Kealia Ohai Watt,2018,1438.0,1992-01-31
Kealia Ohai Watt,2017,863.0,1992-01-31
Kealia Ohai Watt,2016,1626.0,1992-01-31
Keelin Winters,2016,1750.0,1988-12-09
Kelcie Hedge,2022,160.0,1997-09-19
Kelcie Hedge,2022 Challenge Cup,164.0,1997-09-19
Kelcie Hedge,2021,38.0,1997-09-19
Kelley O'Hara,2022,375.0,1988-08-04
Kelley O'Hara,2022 Challenge Cup,574.0,1988-08-04
Kelley O'Hara,2021,1256.0,1988-08-04
Kelley O'Hara,2021 Challenge Cup,89.0,1988-08-04
Kelley O'Hara,2020 Challenge Cup,64.0,1988-08-04
Kelley O'Hara,2019,242.0,1988-08-04
Kelley O'Hara,2018,517.0,1988-08-04
Kelley O'Hara,2017,1471.0,1988-08-04
Kelley O'Hara,2016,1033.0,1988-08-04
Kelli Hubly,2022,2160.0,1994-08-09
Kelli Hubly,2022 Challenge Cup,534.0,1994-08-09
Kelli Hubly,2021,832.0,1994-08-09
Kelli Hubly,2021 Challenge Cup,450.0,1994-08-09
Kelli Hubly,2020 Fall Series,132.0,1994-08-09
Kelli Hubly,2020 Challenge Cup,432.0,1994-08-09
Kelli Hubly,2019,161.0,1994-08-09
Kelli Hubly,2018,818.0,1994-08-09
Kelli Hubly,2017,13.0,1994-08-09
Kelly Conheeney,2016,588.0,1991-01-24
Kelly Livingstone,2022 Challenge Cup,6.0,1998-11-23
Kelsey Turnbow,2022,1250.0,1999-01-10
Kelsey Turnbow,2022 Challenge Cup,398.0,1999-01-10
Kelsey Wys,2018,90.0,1991-02-04
Kelsey Wys,2016,1320.0,1991-02-04
Kendall Fletcher,2021,2.0,1984-11-06
Kendall Fletcher,2016,1755.0,1984-11-06
Kendall Johnson,2017,10.0,1991-04-24
Kenie Wright,2019,187.0,1997-08-14
Kerolin,2022,1117.0,1999-11-17
Kerolin,2022 Challenge Cup,309.0,1999-11-17
Kerry Abello,2022,1042.0,1999-09-17
Kerry Abello,2022 Challenge Cup,152.0,1999-09-17
Kiersten Dallstream,2019,33.0,1988-03-05
Kiersten Dallstream,2018,163.0,1988-03-05
Kiersten Dallstream,2017,350.0,1988-03-05
Kiersten Dallstream,2016,274.0,1988-03-05
Kiki Pickett,2022,63.0,1999-04-30
Kiki Pickett,2022 Challenge Cup,236.0,1999-04-30
Kiki Pickett,2021,1144.0,1999-04-30
Kim DeCesare,2016,244.0,1991-08-11
Kim Little,2022,495.0,1990-06-29
Kim Little,2016,1795.0,1990-06-29
Kimberly Keever,2018,728.0,1995-09-22
Kirsten Davis,2022,886.0,1998-09-08
Kirsten Davis,2022 Challenge Cup,360.0,1998-09-08
Konya Plummer,2021,45.0,1997-08-02
Konya Plummer,2021 Challenge Cup,180.0,1997-08-02
Konya Plummer,2020 Fall Series,69.0,1997-08-02
Kristen Edmonds,2022,2029.0,1987-05-22
Kristen Edmonds,2022 Challenge Cup,510.0,1987-05-22
Kristen Edmonds,2021,1541.0,1987-05-22
Kristen Edmonds,2021 Challenge Cup,151.0,1987-05-22
Kristen Edmonds,2020 Fall Series,260.0,1987-05-22
Kristen Edmonds,2019,866.0,1987-05-22
Kristen Edmonds,2018,1091.0,1987-05-22
Kristen Edmonds,2017,1891.0,1987-05-22
Kristen Edmonds,2016,1701.0,1987-05-22
Kristen Hamilton,2022,2098.0,1992-04-17
Kristen Hamilton,2022 Challenge Cup,580.0,1992-04-17
Kristen Hamilton,2021,1402.0,1992-04-17
Kristen Hamilton,2021 Challenge Cup,287.0,1992-04-17
Kristen Hamilton,2020 Challenge Cup,285.0,1992-04-17
Kristen Hamilton,2019,1352.0,1992-04-17
Kristen Hamilton,2018,796.0,1992-04-17
Kristen Hamilton,2017,1101.0,1992-04-17
Kristen Hamilton,2016,166.0,1992-04-17
Kristen McNabb,2022,2123.0,1994-04-17
Kristen McNabb,2022 Challenge Cup,450.0,1994-04-17
Kristen McNabb,2021,1358.0,1994-04-17
Kristen McNabb,2021 Challenge Cup,257.0,1994-04-17
Kristen McNabb,2020 Fall Series,346.0,1994-04-17
Kristen McNabb,2020 Challenge Cup,270.0,1994-04-17
Kristen McNabb,2019,1121.0,1994-04-17
Kristen McNabb,2018,1159.0,1994-04-17
Kristen McNabb,2017,1307.0,1994-04-17
Kristie Mewis,2022,1478.0,1991-02-25
Kristie Mewis,2022 Challenge Cup,386.0,1991-02-25
Kristie Mewis,2021,1318.0,1991-02-25
Kristie Mewis,2021 Challenge Cup,151.0,1991-02-25
Kristie Mewis,2020 Fall Series,359.0,1991-02-25
Kristie Mewis,2020 Challenge Cup,558.0,1991-02-25
Kristie Mewis,2019,1818.0,1991-02-25
Kristie Mewis,2018,919.0,1991-02-25
Kristie Mewis,2017,1334.0,1991-02-25
Kristie Mewis,2016,1122.0,1991-02-25
Kristin Grubka,2016,1267.0,1992-12-17
Kumi Yokoyama,2022,203.0,1993-08-13
Kumi Yokoyama,2022 Challenge Cup,152.0,1993-08-13
Kumi Yokoyama,2021,183.0,1993-08-13
Kumi Yokoyama,2021 Challenge Cup,149.0,1993-08-13
Kumi Yokoyama,2020 Fall Series,308.0,1993-08-13
Kumi Yokoyama,2020 Challenge Cup,270.0,1993-08-13
Kyah Simon,2019,411.0,1991-06-25
Kyah Simon,2018,948.0,1991-06-25
Kyah Simon,2016,1292.0,1991-06-25
Kylie Strom,2022,1296.0,1992-03-18
Kylie Strom,2022 Challenge Cup,236.0,1992-03-18
Kylie Strom,2021,178.0,1992-03-18
Kylie Strom,2016,343.0,1992-03-18
Lady Patricia Andrade Rodríguez,2016,52.0,1992-01-10
Lainey Burdett,2019,90.0,1996-12-22
Larissa Crummer,2017,49.0,1996-01-10
Laura Alleway,2017,136.0,1989-11-28
Laura Alleway,2016,783.0,1989-11-28
Lauren Barnes,2022,1683.0,1989-05-31
Lauren Barnes,2022 Challenge Cup,539.0,1989-05-31
Lauren Barnes,2021,1697.0,1989-05-31
Lauren Barnes,2021 Challenge Cup,180.0,1989-05-31
Lauren Barnes,2020 Challenge Cup,270.0,1989-05-31
Lauren Barnes,2019,2190.0,1989-05-31
Lauren Barnes,2018,1769.0,1989-05-31
Lauren Barnes,2017,1721.0,1989-05-31
Lauren Barnes,2016,1776.0,1989-05-31
Lauren Kaskie,2018,202.0,1995-09-18
Lauren Kaskie,2017,213.0,1995-09-18
Lauren Milliet,2022,1857.0,1996-12-01
Lauren Milliet,2022 Challenge Cup,468.0,1996-12-01
Lauren Milliet,2021,1117.0,1996-12-01
Lauren Milliet,2021 Challenge Cup,353.0,1996-12-01
Lauren Milliet,2020 Fall Series,278.0,1996-12-01
Lauren Milliet,2020 Challenge Cup,139.0,1996-12-01
Lauren Milliet,2019,46.0,1996-12-01
Leah Galton,2017,661.0,1994-05-24
Leah Galton,2016,1022.0,1994-05-24
Leah Lynn Gabriela Fortune,2016,44.0,1990-12-13
Leah Pruitt,2022,749.0,1997-09-05
Leah Pruitt,2022 Challenge Cup,141.0,1997-09-05
Leah Pruitt,2021,258.0,1997-09-05
Leah Pruitt,2021 Challenge Cup,274.0,1997-09-05
Leah Pruitt,2020 Fall Series,132.0,1997-09-05
Leah Pruitt,2019,554.0,1997-09-05
Lianne Sanderson,2016,1120.0,1988-02-03
Lily Nabet,2022,205.0,1999-09-24
Lily Nabet,2022 Challenge Cup,43.0,1999-09-24
Linda Motlhalo,2018,1788.0,1998-07-01
Lindsay Agnew,2021,5.0,1995-03-31
Lindsay Agnew,2021 Challenge Cup,20.0,1995-03-31
Lindsay Agnew,2020 Challenge Cup,9.0,1995-03-31
Lindsay Agnew,2019,373.0,1995-03-31
Lindsay Agnew,2018,609.0,1995-03-31
Lindsay Agnew,2017,291.0,1995-03-31
Lindsay Elston,2017,945.0,1991-04-30
Lindsay Elston,2016,157.0,1991-04-30
Lindsey Harris,2022,90.0,1993-11-19
Lindsey Harris,2022 Challenge Cup,90.0,1993-11-19
Lindsey Harris,2021,90.0,1993-11-19
Lindsey Harris,2021 Challenge Cup,180.0,1993-11-19
Lindsey Horan,2021,977.0,1994-05-26
Lindsey Horan,2021 Challenge Cup,270.0,1994-05-26
Lindsey Horan,2020 Fall Series,360.0,1994-05-26
Lindsey Horan,2020 Challenge Cup,299.0,1994-05-26
Lindsey Horan,2019,1237.0,1994-05-26
Lindsey Horan,2018,2160.0,1994-05-26
Lindsey Horan,2017,2305.0,1994-05-26
Lindsey Horan,2016,1424.0,1994-05-26
Line Sigvardsen Jensen,2017,568.0,1991-08-23
Line Sigvardsen Jensen,2016,141.0,1991-08-23
Lisa De Vanna,2016,153.0,1984-11-14
Louise Schillgard,2016,1428.0,1989-10-23
Lo’eau LaBonta,2022,1903.0,1993-03-18
Lo’eau LaBonta,2022 Challenge Cup,468.0,1993-03-18
Lo’eau LaBonta,2021,1313.0,1993-03-18
Lo’eau LaBonta,2021 Challenge Cup,255.0,1993-03-18
Lo’eau LaBonta,2020 Fall Series,360.0,1993-03-18
Lo’eau LaBonta,2020 Challenge Cup,392.0,1993-03-18
Lo’eau LaBonta,2019,1858.0,1993-03-18
Lo’eau LaBonta,2018,824.0,1993-03-18
Lo’eau LaBonta,2017,1665.0,1993-03-18
Lo’eau LaBonta,2016,693.0,1993-03-18
Lydia Williams,2019,90.0,1988-05-13
Lydia Williams,2018,1530.0,1988-05-13
Lydia Williams,2017,900.0,1988-05-13
Lydia Williams,2016,1350.0,1988-05-13
Lynn Williams,2022 Challenge Cup,81.0,1993-05-21
Lynn Williams,2021,1358.0,1993-05-21
Lynn Williams,2021 Challenge Cup,270.0,1993-05-21
Lynn Williams,2020 Fall Series,360.0,1993-05-21
Lynn Williams,2020 Challenge Cup,416.0,1993-05-21
Lynn Williams,2019,2052.0,1993-05-21
Lynn Williams,2018,1887.0,1993-05-21
Lynn Williams,2017,1916.0,1993-05-21
Lynn Williams,2016,1911.0,1993-05-21
Machaela Marie George,2021,8.0,1997-10-03
Madalyn Schiffel,2017,90.0,1994-09-19
Maddie Elliston Nolf,2022,136.0,1996-03-29
Maddie Elliston Nolf,2022 Challenge Cup,68.0,1996-03-29
Maddie Elliston Nolf,2021,178.0,1996-03-29
Maddie Elliston Nolf,2021 Challenge Cup,206.0,1996-03-29
Maddie Elliston Nolf,2020 Challenge Cup,104.0,1996-03-29
Maddie Elliston Nolf,2019,1.0,1996-03-29
Maddy Evans,2017,484.0,1991-04-21
Maddy Evans,2016,1111.0,1991-04-21
Madeline Bauer,2018,16.0,1995-03-20
Madeline Bauer,2017,136.0,1995-03-20
Madison Elwell,2022,300.0,1999-09-06
Madison Hammond,2022,318.0,1997-11-15
Madison Hammond,2022 Challenge Cup,398.0,1997-11-15
Madison Hammond,2021,583.0,1997-11-15
Madison Hammond,2021 Challenge Cup,360.0,1997-11-15
Madison Hammond,2020 Fall Series,195.0,1997-11-15
Madison Pogarch,2022,733.0,1997-11-05
Madison Pogarch,2022 Challenge Cup,133.0,1997-11-05
Madison Pogarch,2021,149.0,1997-11-05
Madison Pogarch,2021 Challenge Cup,203.0,1997-11-05
Madison Pogarch,2020 Fall Series,172.0,1997-11-05
Madison Pogarch,2020 Challenge Cup,128.0,1997-11-05
Madison Pogarch,2019,102.0,1997-11-05
Madison Tiernan,2018,1242.0,1995-07-03
Madison Tiernan,2017,1011.0,1995-07-03
Maegan Rosa,2021,46.0,1992-02-19
Maegan Rosa,2021 Challenge Cup,11.0,1992-02-19
Maegan Rosa,2020 Fall Series,14.0,1992-02-19
Maegan Rosa,2020 Challenge Cup,1.0,1992-02-19
Maegan Rosa,2019,201.0,1992-02-19
Maegan Rosa,2017,639.0,1992-02-19
Makamae Gomera-Stevens,2022,34.0,1999-03-17
Makamae Gomera-Stevens,2022 Challenge Cup,126.0,1999-03-17
Makamae Gomera-Stevens,2021,206.0,1999-03-17
Makenzy Doniak,2022,735.0,1994-02-25
Makenzy Doniak,2021,595.0,1994-02-25
Makenzy Doniak,2021 Challenge Cup,144.0,1994-02-25
Makenzy Doniak,2020 Challenge Cup,121.0,1994-02-25
Makenzy Doniak,2019,167.0,1994-02-25
Makenzy Doniak,2017,1292.0,1994-02-25
Makenzy Doniak,2016,1289.0,1994-02-25
Malia Berkely,2022,940.0,1998-02-13
Malia Berkely,2022 Challenge Cup,468.0,1998-02-13
Mallory Eubanks,2018,516.0,1996-06-04
Mallory Swanson,2022,1367.0,1998-04-29
Mallory Swanson,2022 Challenge Cup,381.0,1998-04-29
Mallory Swanson,2021,1979.0,1998-04-29
Mallory Swanson,2021 Challenge Cup,101.0,1998-04-29
Mallory Swanson,2020 Fall Series,29.0,1998-04-29
Mallory Swanson,2019,765.0,1998-04-29
Mallory Swanson,2018,1082.0,1998-04-29
Mallory Swanson,2017,1203.0,1998-04-29
Mallory Weber,2022,19.0,1994-04-04
Mallory Weber,2022 Challenge Cup,104.0,1994-04-04
Mallory Weber,2021,1062.0,1994-04-04
Mallory Weber,2021 Challenge Cup,29.0,1994-04-04
Mallory Weber,2020 Fall Series,315.0,1994-04-04
Mallory Weber,2020 Challenge Cup,280.0,1994-04-04
Mallory Weber,2019,1244.0,1994-04-04
Mallory Weber,2018,714.0,1994-04-04
Mallory Weber,2017,564.0,1994-04-04
Mallory Weber,2016,699.0,1994-04-04
Mandy Freeman,2022,1441.0,1995-03-23
Mandy Freeman,2022 Challenge Cup,348.0,1995-03-23
Mandy Freeman,2021,733.0,1995-03-23
Mandy Freeman,2021 Challenge Cup,325.0,1995-03-23
Mandy Freeman,2020 Fall Series,259.0,1995-03-23
Mandy Freeman,2018,1826.0,1995-03-23
Mandy Freeman,2017,1712.0,1995-03-23
Mandy Laddish,2019,632.0,1992-05-13
Mandy Laddish,2016,1679.0,1992-05-13
Mandy McGlynn,2021,45.0,1998-11-03
Manon Melis,2016,1051.0,1986-08-31
Maria Sánchez,2022,1805.0,1996-02-20
Maria Sánchez,2022 Challenge Cup,500.0,1996-02-20
Maria Sánchez,2021,97.0,1996-02-20
Maria Sánchez,2019,134.0,1996-02-20
Mariah Lee,2020 Challenge Cup,9.0,1996-06-30
Mariana Larroquette,2021,622.0,1992-10-24
Mariana Larroquette,2021 Challenge Cup,70.0,1992-10-24
Mariana Sofía Speckmaier Fernández,2021,50.0,1997-12-26
Marisa Viggiano,2022,1676.0,1997-02-05
Marisa Viggiano,2022 Challenge Cup,509.0,1997-02-05
Marisa Viggiano,2021,1093.0,1997-02-05
Marisa Viggiano,2021 Challenge Cup,352.0,1997-02-05
Marisa Viggiano,2020 Fall Series,360.0,1997-02-05
Marisa Viggiano,2019,1222.0,1997-02-05
Marissa Everett,2022,345.0,1997-08-29
Marissa Everett,2022 Challenge Cup,61.0,1997-08-29
Marissa Everett,2021,371.0,1997-08-29
Marissa Everett,2021 Challenge Cup,150.0,1997-08-29
Marissa Everett,2020 Fall Series,48.0,1997-08-29
Marissa Everett,2020 Challenge Cup,93.0,1997-08-29
Marissa Everett,2019,35.0,1997-08-29
Marissa Sheva,2022,302.0,1997-04-22
Marleen Schimmer,2022,348.0,2000-10-23
Marleen Schimmer,2022 Challenge Cup,93.0,2000-10-23
Marley Canales,2022,80.0,1997-11-16
Mary Alice Vignola,2022,17.0,1998-02-11
Mary Luba,2016,10.0,1993-08-20
Maya Hayes,2017,989.0,1992-03-26
Maya Hayes,2016,749.0,1992-03-26
McCall Zerboni,2022,1773.0,1986-12-13
McCall Zerboni,2022 Challenge Cup,442.0,1986-12-13
McCall Zerboni,2021,1519.0,1986-12-13
McCall Zerboni,2021 Challenge Cup,20.0,1986-12-13
McCall Zerboni,2020 Challenge Cup,450.0,1986-12-13
McCall Zerboni,2019,1716.0,1986-12-13
McCall Zerboni,2018,1800.0,1986-12-13
McCall Zerboni,2017,2107.0,1986-12-13
McCall Zerboni,2016,1881.0,1986-12-13
McKenzie Berryhill,2019,196.0,1993-03-24
McKenzie Berryhill,2016,182.0,1993-03-24
McKenzie Meehan,2020 Challenge Cup,45.0,1994-12-25
McKenzie Meehan,2019,56.0,1994-12-25
McKenzie Meehan,2018,352.0,1994-12-25
McKenzie Meehan,2017,600.0,1994-12-25
Meaghan Nally,2022,1017.0,1998-06-30
Meaghan Nally,2022 Challenge Cup,405.0,1998-06-30
Meaghan Nally,2021,10.0,1998-06-30
Meaghan Nally,2021 Challenge Cup,7.0,1998-06-30
Meg Morris,2017,11.0,1992-05-11
Meg Morris,2016,274.0,1992-05-11
Megan Crosson,2019,382.0,1994-05-13
Megan Crosson,2018,90.0,1994-05-13
Megan Crosson,2016,115.0,1994-05-13
Megan Dougherty Howard,2022,1024.0,1995-07-27
Megan Dougherty Howard,2022 Challenge Cup,353.0,1995-07-27
Megan Dougherty Howard,2021,919.0,1995-07-27
Megan Dougherty Howard,2021 Challenge Cup,100.0,1995-07-27
Megan Dougherty Howard,2020 Fall Series,302.0,1995-07-27
Megan Dougherty Howard,2020 Challenge Cup,123.0,1995-07-27
Megan Dougherty Howard,2019,1562.0,1995-07-27
Megan Dougherty Howard,2018,1448.0,1995-07-27
Megan Dougherty Howard,2017,1911.0,1995-07-27
Megan Montefusco,2022,1861.0,1992-09-03
Megan Montefusco,2022 Challenge Cup,450.0,1992-09-03
Megan Montefusco,2021,1014.0,1992-09-03
Megan Montefusco,2021 Challenge Cup,360.0,1992-09-03
Megan Montefusco,2020 Fall Series,87.0,1992-09-03
Megan Montefusco,2020 Challenge Cup,435.0,1992-09-03
Megan Montefusco,2019,1729.0,1992-09-03
Megan Montefusco,2018,1890.0,1992-09-03
Megan Montefusco,2017,2070.0,1992-09-03
Megan Montefusco,2016,1467.0,1992-09-03
Megan Rapinoe,2022,1021.0,1985-07-05
Megan Rapinoe,2022 Challenge Cup,1.0,1985-07-05
Megan Rapinoe,2021,714.0,1985-07-05
Megan Rapinoe,2021 Challenge Cup,78.0,1985-07-05
Megan Rapinoe,2019,452.0,1985-07-05
Megan Rapinoe,2018,1405.0,1985-07-05
Megan Rapinoe,2017,1510.0,1985-07-05
Megan Rapinoe,2016,205.0,1985-07-05
Megan Reid,2022,1980.0,1996-07-09
Megan Reid,2022 Challenge Cup,180.0,1996-07-09
Meghan Cox,2019,8.0,1994-11-15
Meghan Cox,2017,263.0,1994-11-15
Meghan Klingenberg,2022,1303.0,1988-08-02
Meghan Klingenberg,2022 Challenge Cup,363.0,1988-08-02
Meghan Klingenberg,2021,1424.0,1988-08-02
Meghan Klingenberg,2021 Challenge Cup,410.0,1988-08-02
Meghan Klingenberg,2020 Fall Series,270.0,1988-08-02
Meghan Klingenberg,2020 Challenge Cup,468.0,1988-08-02
Meghan Klingenberg,2019,2008.0,1988-08-02
Meghan Klingenberg,2018,1931.0,1988-08-02
Meghan Klingenberg,2017,2115.0,1988-08-02
Meghan Klingenberg,2016,1379.0,1988-08-02
Meghan McCool,2020 Fall Series,135.0,1997-09-14
Meleana Shim,2018,597.0,1991-09-25
Meleana Shim,2017,209.0,1991-09-25
Meleana Shim,2016,812.0,1991-09-25
Melissa Henderson,2017,19.0,1989-08-23
Melissa Henderson,2016,321.0,1989-08-23
Melissa Lowder,2020 Fall Series,90.0,1997-01-29
Meredith Speck,2022,909.0,1993-02-01
Meredith Speck,2022 Challenge Cup,319.0,1993-02-01
Meredith Speck,2021,765.0,1993-02-01
Meredith Speck,2021 Challenge Cup,249.0,1993-02-01
Meredith Speck,2020 Fall Series,326.0,1993-02-01
Meredith Speck,2020 Challenge Cup,76.0,1993-02-01
Meredith Speck,2019,72.0,1993-02-01
Meredith Speck,2018,246.0,1993-02-01
Meredith Speck,2017,197.0,1993-02-01
Meredith Speck,2016,369.0,1993-02-01
Merritt Mathias,2022,1080.0,1990-07-02
Merritt Mathias,2022 Challenge Cup,717.0,1990-07-02
Merritt Mathias,2021,1602.0,1990-07-02
Merritt Mathias,2021 Challenge Cup,284.0,1990-07-02
Merritt Mathias,2019,1772.0,1990-07-02
Merritt Mathias,2018,2140.0,1990-07-02
Merritt Mathias,2017,1381.0,1990-07-02
Merritt Mathias,2016,1431.0,1990-07-02
Mia Gyau,2022,137.0,1998-06-22
Michaela Abam,2022,268.0,1997-06-12
Michaela Abam,2022 Challenge Cup,170.0,1997-06-12
Michaela Abam,2021,62.0,1997-06-12
Michaela Abam,2018,50.0,1997-06-12
Michaela Hahn,2016,665.0,1994-04-19
Michele Dalton,2017,180.0,1988-11-05
Michele Dalton,2016,630.0,1988-11-05
Michele Vasconcelos,2022,14.0,1994-05-11
Michele Vasconcelos,2021,364.0,1994-05-11
Michele Vasconcelos,2021 Challenge Cup,224.0,1994-05-11
Michele Vasconcelos,2020 Fall Series,24.0,1994-05-11
Michele Vasconcelos,2020 Challenge Cup,77.0,1994-05-11
Michele Vasconcelos,2019,486.0,1994-05-11
Michele Vasconcelos,2018,914.0,1994-05-11
Michelle Alozie,2022 Challenge Cup,67.0,1997-04-28
Michelle Alozie,2021,93.0,1997-04-28
Michelle Betos,2022,1260.0,1988-02-20
Michelle Betos,2022 Challenge Cup,90.0,1988-02-20
Michelle Betos,2021,1350.0,1988-02-20
Michelle Betos,2021 Challenge Cup,360.0,1988-02-20
Michelle Betos,2020 Fall Series,90.0,1988-02-20
Michelle Betos,2020 Challenge Cup,180.0,1988-02-20
Michelle Betos,2019,359.0,1988-02-20
Michelle Betos,2018,720.0,1988-02-20
Michelle Betos,2016,1380.0,1988-02-20
Michelle Cruz,2016,46.0,1992-05-14
Michelle Maemone,2021,240.0,1997-03-18
Michelle Maemone,2021 Challenge Cup,252.0,1997-03-18
Michelle Maemone,2020 Fall Series,45.0,1997-03-18
Michelle Maemone,2020 Challenge Cup,112.0,1997-03-18
Michelle Maemone,2019,441.0,1997-03-18
Midge Purce,2022,1249.0,1995-09-18
Midge Purce,2022 Challenge Cup,450.0,1995-09-18
Midge Purce,2021,1440.0,1995-09-18
Midge Purce,2021 Challenge Cup,342.0,1995-09-18
Midge Purce,2020 Fall Series,360.0,1995-09-18
Midge Purce,2020 Challenge Cup,409.0,1995-09-18
Midge Purce,2019,1355.0,1995-09-18
Midge Purce,2018,1343.0,1995-09-18
